#     r/nm   g_cation    g_anion      g_hbd      g_hfc
   0.00000    0.00000    0.00000    0.00000    0.00000
   0.02000    0.00000    0.00000    0.00000    0.00000
   0.04000    0.00000    0.00000    0.00000    0.00000
   0.06000    0.00000    0.00000    0.00000    0.00000
   0.08000    0.00000    0.00000    0.00000    0.00000
   0.10000    0.00000    0.00000    0.00000    0.00000
   0.12000    0.00000    0.00000    0.00000    0.00000
   0.14000    0.00000    0.00000    0.00000    0.00000
   0.16000    0.00000    0.00000    0.00000    0.00000
   0.18000    0.00000    0.00000    0.00000    0.00000
   0.20000    0.00000    0.00000    0.00000    0.00000
   0.22000    0.00000    0.00000    0.00000    0.00000
   0.24000    0.00000    0.00000    0.00000    0.00000
   0.26000    0.00000    0.00000    0.00000    0.00000
   0.28000    0.00000    0.00000    0.00000    0.01400
   0.30000    0.00000    0.00000    0.00000    0.11400
   0.32000    0.00000    0.00000    0.00000    0.43600
   0.34000    0.00000    0.00000    0.00000    1.20400
   0.36000    0.00000    0.00000    0.00100    2.10300
   0.38000    0.00400    0.00300    0.01400    2.58500
   0.40000    0.04700    0.02700    0.07600    2.81600
   0.42000    0.23300    0.12400    0.23400    2.93400
   0.44000    0.55300    0.39000    0.51400    2.81400
   0.46000    0.82500    0.87200    0.90100    2.38400
   0.48000    1.03500    1.36700    1.29900    1.86800
   0.50000    1.23600    1.70600    1.60600    1.47200
   0.52000    1.45300    1.80800    1.74900    1.20600
   0.54000    1.61900    1.80600    1.73300    1.03900
   0.56000    1.66400    1.71900    1.64100    0.92700
   0.58000    1.59100    1.61800    1.54600    0.85900
   0.60000    1.43300    1.52600    1.46700    0.81800
   0.62000    1.25900    1.43100    1.39800    0.80500
   0.64000    1.11700    1.30000    1.30200    0.80900
   0.66000    1.01300    1.15300    1.17200    0.82400
   0.68000    0.96100    1.01700    1.03900    0.85200
   0.70000    0.94900    0.90100    0.92900    0.88600
   0.72000    0.96300    0.81100    0.84400    0.92200
   0.74000    0.98400    0.74700    0.78800    0.95900
   0.76000    1.00400    0.71700    0.75700    0.99300
   0.78000    1.01700    0.71500    0.74300    1.02000
   0.80000    1.03400    0.73500    0.75400    1.04100
   0.82000    1.05500    0.77100    0.77300    1.05800
   0.84000    1.06500    0.81400    0.80700    1.06800
   0.86000    1.07100    0.86900    0.84300    1.07300
   0.88000    1.05900    0.91800    0.88000    1.07500
   0.90000    1.03900    0.96900    0.92000    1.07600
   0.92000    1.01900    1.01400    0.95500    1.06800
   0.94000    0.99500    1.05200    0.98400    1.06000
   0.96000    0.98400    1.08000    1.00800    1.04200
   0.98000    0.98000    1.10400    1.03200    1.02900
   1.00000    0.97600    1.12000    1.04900    1.01500
   1.02000    0.97500    1.12300    1.05600    1.00000
   1.04000    0.98100    1.11800    1.06200    0.98700
   1.06000    0.98700    1.11100    1.06200    0.97600
   1.08000    0.99200    1.09200    1.05500    0.96700
   1.10000    0.99900    1.07300    1.04500    0.96500
   1.12000    1.00300    1.05100    1.03100    0.96000
   1.14000    1.00600    1.03100    1.01500    0.96600
   1.16000    1.01200    1.01100    1.00000    0.96500
   1.18000    1.01100    0.99600    0.98500    0.97400
   1.20000    1.01100    0.98500    0.97300    0.98000
   1.22000    1.00900    0.97500    0.96600    0.98500
   1.24000    1.01200    0.97100    0.96100    0.99400
   1.26000    1.00800    0.96900    0.95900    0.99900
   1.28000    1.00900    0.96800    0.96300    1.00400
   1.30000    1.00700    0.97100    0.96700    1.01000
   1.32000    1.00500    0.97600    0.97200    1.01100
   1.34000    1.00500    0.97700    0.98200    1.01400
   1.36000    1.00400    0.98500    0.99000    1.01300
   1.38000    1.00500    0.98900    0.99500    1.01300
   1.40000    1.00200    0.99300    1.00500    1.00900
   1.42000    1.00400    0.99700    1.01100    1.00600
   1.44000    1.00300    1.00100    1.01500    1.00500
   1.46000    1.00000    1.00300    1.02100    0.99900
   1.48000    1.00200    1.00500    1.02100    0.99800
   1.50000    0.99700    1.00600    1.02300    0.99500
   1.52000    0.99700    1.00600    1.02300    0.99200
   1.54000    0.99300    1.00500    1.01900    0.99100
   1.56000    0.99000    1.00200    1.01500    0.99000
   1.58000    0.99000    1.00300    1.01200    0.99000
   1.60000    0.98800    0.99800    1.00700    0.98700
   1.62000    0.99100    0.99700    1.00500    0.99100
   1.64000    0.99000    0.99500    1.00000    0.99200
   1.66000    0.99200    0.99500    0.99900    0.99300
   1.68000    0.99100    0.99300    0.99600    0.99500
   1.70000    0.99200    0.99200    0.99700    0.99700
   1.72000    0.99400    0.99300    0.99500    0.99700
   1.74000    0.99500    0.99200    0.99600    0.99800
   1.76000    0.99700    0.99400    0.99700    0.99800
   1.78000    0.99600    0.99600    0.99800    0.99900
   1.80000    0.99600    0.99800    1.00100    1.00000
   1.82000    0.99700    1.00000    1.00200    0.99800
   1.84000    0.99600    1.00200    1.00400    0.99900
   1.86000    0.99700    1.00200    1.00500    0.99600
   1.88000    0.99600    1.00300    1.00800    0.99800
   1.90000    0.99800    1.00400    1.00600    0.99700
   1.92000    0.99800    1.00500    1.00800    0.99600
   1.94000    0.99700    1.00400    1.00800    0.99600
   1.96000    1.00000    1.00500    1.00700    0.99400
   1.98000    0.99900    1.00400    1.00600    0.99500
   2.00000    0.99800    1.00400    1.00800    0.99400
   2.02000    1.00000    1.00300    1.00500    0.99400
   2.04000    1.00200    1.00100    1.00500    0.99300
   2.06000    1.00000    1.00000    1.00300    0.99300
   2.08000    1.00100    1.00100    1.00200    0.99400
   2.10000    1.00200    1.00000    1.00300    0.99500
   2.12000    1.00100    0.99800    1.00100    0.99500
   2.14000    1.00300    0.99800    1.00000    0.99400
   2.16000    1.00300    1.00000    1.00000    0.99500
   2.18000    1.00300    0.99800    0.99900    0.99500
   2.20000    1.00200    1.00000    1.00000    0.99400
   2.22000    1.00300    0.99800    0.99900    0.99600
   2.24000    1.00300    0.99800    0.99800    0.99600
   2.26000    1.00200    0.99900    0.99800    0.99500
   2.28000    1.00300    0.99800    0.99900    0.99600
   2.30000    1.00400    1.00000    1.00000    0.99400
   2.32000    1.00100    1.00000    1.00000    0.99600
   2.34000    1.00100    0.99900    1.00000    0.99500
   2.36000    1.00000    1.00000    1.00000    0.99500
   2.38000    1.00200    1.00200    1.00000    0.99500
   2.40000    1.00300    1.00000    1.00100    0.99500
   2.42000    1.00000    1.00000    1.00100    0.99500
   2.44000    1.00200    1.00000    1.00200    0.99500
   2.46000    0.99900    1.00200    1.00100    0.99600
   2.48000    1.00100    1.00000    1.00200    0.99500
   2.50000    1.00000    1.00000    1.00200    0.99600
   2.52000    1.00200    1.00100    1.00100    0.99500
   2.54000    1.00100    1.00000    1.00100    0.99600
   2.56000    1.00000    1.00100    1.00100    0.99700
   2.58000    1.00100    1.00000    1.00000    0.99600
   2.60000    1.00100    0.99900    1.00100    0.99500
   2.62000    1.00300    1.00100    1.00100    0.99600
   2.64000    1.00200    1.00000    1.00000    0.99600
   2.66000    1.00200    0.99900    1.00000    0.99400
   2.68000    1.00200    0.99900    1.00000    0.99500
   2.70000    1.00100    1.00100    1.00100    0.99500
   2.72000    1.00100    1.00000    1.00000    0.99500
   2.74000    1.00100    1.00000    1.00100    0.99500
   2.76000    1.00100    1.00000    1.00000    0.99700
   2.78000    1.00100    1.00100    1.00100    0.99700
   2.80000    1.00100    1.00100    1.00200    0.99600
   2.82000    1.00000    0.99900    1.00200    0.99700
   2.84000    1.00000    1.00000    1.00000    0.99700
   2.86000    1.00000    0.99900    1.00100    0.99500
   2.88000    1.00000    1.00100    1.00100    0.99700
   2.90000    1.00000    1.00100    1.00100    0.99700
   2.92000    1.00000    1.00100    1.00000    0.99700
   2.94000    1.00000    1.00000    1.00000    0.99700
   2.96000    1.00000    1.00200    1.00000    0.99700
   2.98000    1.00000    1.00300    1.00100    0.99700
   3.00000    0.99900    1.00200    1.00100    0.99700
   3.02000    1.00000    1.00100    1.00000    0.99700
