# x1	y1	P/MPa
0.89000000	0.99999998	0.72660319
0.89333333	0.99999998	0.72904687
0.89666667	0.99999998	0.73144597
0.90000000	0.99999998	0.73379993
0.90333333	0.99999998	0.73610821
0.90666667	0.99999998	0.73837027
0.91000000	0.99999998	0.74058560
0.91333333	0.99999998	0.74275369
0.91666667	0.99999998	0.74487407
0.92000000	0.99999998	0.74694626
0.92333333	0.99999998	0.74896984
0.92666667	0.99999998	0.75094438
0.93000000	0.99999998	0.75286951
0.93333333	0.99999998	0.75474489
0.93666667	0.99999999	0.75657020
0.94000000	0.99999999	0.75834521
0.94333333	0.99999999	0.76006971
0.94666667	0.99999999	0.76174358
0.95000000	0.99999999	0.76336680
0.95333333	0.99999999	0.76493941
0.95666667	0.99999999	0.76646164
0.96000000	0.99999999	0.76793385
0.96333333	0.99999999	0.76935662
0.96666667	0.99999999	0.77073082
0.97000000	0.99999999	0.77205767
0.97333333	0.99999999	0.77333890
0.97666667	0.99999999	0.77457697
0.98000000	0.99999999	0.77577533
0.98333333	0.99999999	0.77693901
0.98666667	0.99999999	0.77807555
0.99000000	0.99999999	0.77919695
0.99333333	1.00000000	0.78032443
0.99666667	1.00000000	0.78150509
1.00000000	1.00000000	0.78300165
