# x1	y1	P/MPa
0.50666667	0.99998287	0.68444426
0.51000000	0.99998318	0.69043989
0.51333333	0.99998347	0.69645738
0.51666667	0.99998376	0.70249666
0.52000000	0.99998405	0.70855766
0.52333333	0.99998433	0.71464030
0.52666667	0.99998461	0.72074449
0.53000000	0.99998489	0.72687013
0.53333333	0.99998515	0.73301713
0.53666667	0.99998542	0.73918538
0.54000000	0.99998568	0.74537476
0.54333333	0.99998594	0.75158515
0.54666667	0.99998619	0.75781642
0.55000000	0.99998644	0.76406842
0.55333333	0.99998668	0.77034102
0.55666667	0.99998693	0.77663405
0.56000000	0.99998716	0.78294735
0.56333333	0.99998740	0.78928076
0.56666667	0.99998763	0.79563408
0.57000000	0.99998785	0.80200713
0.57333333	0.99998808	0.80839972
0.57666667	0.99998830	0.81481162
0.58000000	0.99998851	0.82124262
0.58333333	0.99998873	0.82769250
0.58666667	0.99998893	0.83416101
0.59000000	0.99998914	0.84064791
0.59333333	0.99998935	0.84715293
0.59666667	0.99998955	0.85367581
0.60000000	0.99998974	0.86021627
0.60333333	0.99998993	0.86677400
0.60666667	0.99999013	0.87334872
0.61000000	0.99999031	0.87994010
0.61333333	0.99999050	0.88654782
0.61666667	0.99999068	0.89317153
0.62000000	0.99999086	0.89981089
0.62333333	0.99999104	0.90646554
0.62666667	0.99999121	0.91313508
0.63000000	0.99999138	0.91981915
0.63333333	0.99999155	0.92651733
0.63666667	0.99999171	0.93322920
0.64000000	0.99999188	0.93995435
0.64333333	0.99999204	0.94669232
0.64666667	0.99999220	0.95344265
0.65000000	0.99999235	0.96020489
0.65333333	0.99999250	0.96697853
0.65666667	0.99999265	0.97376308
0.66000000	0.99999280	0.98055802
0.66333333	0.99999295	0.98736283
0.66666667	0.99999309	0.99417696
0.67000000	0.99999323	1.00099984
0.67333333	0.99999337	1.00783090
0.67666667	0.99999351	1.01466955
0.68000000	0.99999364	1.02151517
0.68333333	0.99999377	1.02836715
0.68666667	0.99999390	1.03522484
0.69000000	0.99999403	1.04208758
0.69333333	0.99999416	1.04895471
0.69666667	0.99999428	1.05582552
0.70000000	0.99999440	1.06269931
0.70333333	0.99999452	1.06957535
0.70666667	0.99999464	1.07645291
0.71000000	0.99999476	1.08333122
0.71333333	0.99999487	1.09020949
0.71666667	0.99999498	1.09708695
0.72000000	0.99999509	1.10396277
0.72333333	0.99999520	1.11083613
0.72666667	0.99999531	1.11770616
0.73000000	0.99999541	1.12457202
0.73333333	0.99999551	1.13143281
0.73666667	0.99999562	1.13828762
0.74000000	0.99999571	1.14513554
0.74333333	0.99999581	1.15197564
0.74666667	0.99999591	1.15880694
0.75000000	0.99999600	1.16562848
0.75333333	0.99999610	1.17243925
0.75666667	0.99999619	1.17923826
0.76000000	0.99999628	1.18602447
0.76333333	0.99999636	1.19279683
0.76666667	0.99999645	1.19955428
0.77000000	0.99999653	1.20629572
0.77333333	0.99999662	1.21302007
0.77666667	0.99999670	1.21972621
0.78000000	0.99999678	1.22641299
0.78333333	0.99999686	1.23307927
0.78666667	0.99999694	1.23972388
0.79000000	0.99999701	1.24634563
0.79333333	0.99999709	1.25294332
0.79666667	0.99999716	1.25951573
0.80000000	0.99999723	1.26606163
0.80333333	0.99999730	1.27257976
0.80666667	0.99999737	1.27906888
0.81000000	0.99999744	1.28552769
0.81333333	0.99999751	1.29195492
0.81666667	0.99999757	1.29834925
0.82000000	0.99999764	1.30470936
0.82333333	0.99999770	1.31103393
0.82666667	0.99999776	1.31732162
0.83000000	0.99999783	1.32357107
0.83333333	0.99999788	1.32978092
0.83666667	0.99999794	1.33594981
0.84000000	0.99999800	1.34207635
0.84333333	0.99999806	1.34815916
0.84666667	0.99999811	1.35419685
0.85000000	0.99999817	1.36018801
0.85333333	0.99999822	1.36613125
0.85666667	0.99999827	1.37202516
0.86000000	0.99999832	1.37786835
0.86333333	0.99999837	1.38365939
0.86666667	0.99999842	1.38939690
0.87000000	0.99999847	1.39507946
0.87333333	0.99999852	1.40070570
0.87666667	0.99999856	1.40627421
0.88000000	0.99999861	1.41178363
0.88333333	0.99999865	1.41723259
0.88666667	0.99999870	1.42261974
0.89000000	0.99999874	1.42794376
0.89333333	0.99999878	1.43320333
0.89666667	0.99999882	1.43839718
0.90000000	0.99999886	1.44352404
0.90333333	0.99999890	1.44858271
0.90666667	0.99999894	1.45357199
0.91000000	0.99999898	1.45849076
0.91333333	0.99999902	1.46333794
0.91666667	0.99999905	1.46811251
0.92000000	0.99999909	1.47281350
0.92333333	0.99999913	1.47744006
0.92666667	0.99999916	1.48199141
0.93000000	0.99999920	1.48646686
0.93333333	0.99999923	1.49086587
0.93666667	0.99999926	1.49518805
0.94000000	0.99999930	1.49943315
0.94333333	0.99999933	1.50360114
0.94666667	0.99999936	1.50769224
0.95000000	0.99999939	1.51170695
0.95333333	0.99999943	1.51564612
0.95666667	0.99999946	1.51951103
0.96000000	0.99999949	1.52330351
0.96333333	0.99999952	1.52702608
0.96666667	0.99999955	1.53068213
0.97000000	0.99999958	1.53427623
0.97333333	0.99999962	1.53781453
0.97666667	0.99999965	1.54130539
0.98000000	0.99999968	1.54476034
0.98333333	0.99999972	1.54819577
0.98666667	0.99999976	1.55163585
0.99000000	0.99999980	1.55511845
0.99333333	0.99999985	1.55870861
0.99666667	0.99999991	1.56253831
1.00000000	1.00000000	1.56701013
