# x1	y1	P/MPa
0.00000000	0.00000000	0.00001771
0.00333333	0.99322712	0.00260593
0.00666667	0.99662095	0.00520572
0.01000000	0.99775738	0.00781719
0.01333333	0.99832656	0.01044043
0.01666667	0.99866837	0.01307555
0.02000000	0.99889637	0.01572263
0.02333333	0.99905928	0.01838179
0.02666667	0.99918150	0.02105312
0.03000000	0.99927657	0.02373673
0.03333333	0.99935264	0.02643273
0.03666667	0.99941488	0.02914121
0.04000000	0.99946675	0.03186228
0.04333333	0.99951064	0.03459606
0.04666667	0.99954827	0.03734264
0.05000000	0.99958087	0.04010214
0.05333333	0.99960940	0.04287467
0.05666667	0.99963457	0.04566034
0.06000000	0.99965695	0.04845926
0.06333333	0.99967697	0.05127155
0.06666667	0.99969498	0.05409731
0.07000000	0.99971128	0.05693667
0.07333333	0.99972609	0.05978974
0.07666667	0.99973961	0.06265664
0.08000000	0.99975201	0.06553749
0.08333333	0.99976341	0.06843240
0.08666667	0.99977394	0.07134150
0.09000000	0.99978368	0.07426491
0.09333333	0.99979272	0.07720276
0.09666667	0.99980114	0.08015516
0.10000000	0.99980900	0.08312224
0.10333333	0.99981635	0.08610414
0.10666667	0.99982324	0.08910097
0.11000000	0.99982971	0.09211286
0.11333333	0.99983579	0.09513996
0.11666667	0.99984153	0.09818237
0.12000000	0.99984695	0.10124025
0.12333333	0.99985207	0.10431372
0.12666667	0.99985693	0.10740291
0.13000000	0.99986153	0.11050796
0.13333333	0.99986590	0.11362902
0.13666667	0.99987006	0.11676621
0.14000000	0.99987402	0.11991968
0.14333333	0.99987779	0.12308956
0.14666667	0.99988139	0.12627600
0.15000000	0.99988482	0.12947914
0.15333333	0.99988811	0.13269913
0.15666667	0.99989126	0.13593611
0.16000000	0.99989427	0.13919022
0.16333333	0.99989716	0.14246161
0.16666667	0.99989994	0.14575044
0.17000000	0.99990260	0.14905685
0.17333333	0.99990516	0.15238100
0.17666667	0.99990762	0.15572303
0.18000000	0.99990999	0.15908310
0.18333333	0.99991227	0.16246136
0.18666667	0.99991447	0.16585797
0.19000000	0.99991659	0.16927309
0.19333333	0.99991864	0.17270688
0.19666667	0.99992062	0.17615948
0.20000000	0.99992253	0.17963108
0.20333333	0.99992437	0.18312182
0.20666667	0.99992616	0.18663187
0.21000000	0.99992788	0.19016139
0.21333333	0.99992956	0.19371056
0.21666667	0.99993117	0.19727952
0.22000000	0.99993274	0.20086846
0.22333333	0.99993427	0.20447755
0.22666667	0.99993574	0.20810694
0.23000000	0.99993717	0.21175681
0.23333333	0.99993856	0.21542734
0.23666667	0.99993991	0.21911870
0.24000000	0.99994122	0.22283106
0.24333333	0.99994250	0.22656459
0.24666667	0.99994374	0.23031947
0.25000000	0.99994494	0.23409589
0.25333333	0.99994611	0.23789401
0.25666667	0.99994725	0.24171402
0.26000000	0.99994836	0.24555609
0.26333333	0.99994944	0.24942041
0.26666667	0.99995049	0.25330716
0.27000000	0.99995152	0.25721652
0.27333333	0.99995252	0.26114868
0.27666667	0.99995349	0.26510382
0.28000000	0.99995444	0.26908212
0.28333333	0.99995537	0.27308378
0.28666667	0.99995627	0.27710897
0.29000000	0.99995716	0.28115789
0.29333333	0.99995802	0.28523072
0.29666667	0.99995886	0.28932766
0.30000000	0.99995968	0.29344889
0.30333333	0.99996048	0.29759459
0.30666667	0.99996127	0.30176498
