# x1	y1	P/MPa
0.31000000	0.99996203	0.30596022
0.31333333	0.99996278	0.31018052
0.31666667	0.99996351	0.31442607
0.32000000	0.99996423	0.31869706
0.32333333	0.99996493	0.32299367
0.32666667	0.99996561	0.32731611
0.33000000	0.99996628	0.33166457
0.33333333	0.99996693	0.33603924
0.33666667	0.99996757	0.34044031
0.34000000	0.99996820	0.34486798
0.34333333	0.99996882	0.34932243
0.34666667	0.99996942	0.35380387
0.35000000	0.99997001	0.35831248
0.35333333	0.99997058	0.36284846
0.35666667	0.99997115	0.36741200
0.36000000	0.99997170	0.37200329
0.36333333	0.99997224	0.37662251
0.36666667	0.99997277	0.38126988
0.37000000	0.99997329	0.38594556
0.37333333	0.99997380	0.39064975
0.37666667	0.99997430	0.39538265
0.38000000	0.99997479	0.40014442
0.38333333	0.99997527	0.40493528
0.38666667	0.99997574	0.40975539
0.39000000	0.99997621	0.41460494
0.39333333	0.99997666	0.41948411
0.39666667	0.99997711	0.42439309
0.40000000	0.99997754	0.42933206
0.40333333	0.99997797	0.43430119
0.40666667	0.99997839	0.43930065
0.41000000	0.99997880	0.44433063
0.41333333	0.99997921	0.44939129
0.41666667	0.99997960	0.45448281
0.42000000	0.99997999	0.45960534
0.42333333	0.99998037	0.46475906
0.42666667	0.99998075	0.46994413
0.43000000	0.99998112	0.47516071
0.43333333	0.99998148	0.48040895
0.43666667	0.99998183	0.48568900
0.44000000	0.99998218	0.49100103
0.44333333	0.99998252	0.49634516
0.44666667	0.99998286	0.50172155
0.45000000	0.99998319	0.50713034
0.45333333	0.99998351	0.51257165
0.45666667	0.99998383	0.51804563
0.46000000	0.99998414	0.52355239
0.46333333	0.99998445	0.52909207
0.46666667	0.99998475	0.53466477
0.47000000	0.99998505	0.54027061
0.47333333	0.99998534	0.54590970
0.47666667	0.99998563	0.55158213
0.48000000	0.99998591	0.55728801
0.48333333	0.99998618	0.56302743
0.48666667	0.99998645	0.56880046
0.49000000	0.99998672	0.57460719
0.49333333	0.99998698	0.58044770
0.49666667	0.99998724	0.58632203
0.50000000	0.99998749	0.59223026
0.50333333	0.99998774	0.59817242
0.50666667	0.99998798	0.60414857
0.51000000	0.99998822	0.61015875
0.51333333	0.99998846	0.61620296
0.51666667	0.99998869	0.62228125
0.52000000	0.99998892	0.62839361
0.52333333	0.99998914	0.63454004
0.52666667	0.99998936	0.64072055
0.53000000	0.99998957	0.64693510
0.53333333	0.99998979	0.65318368
0.53666667	0.99998999	0.65946625
0.54000000	0.99999020	0.66578275
0.54333333	0.99999040	0.67213313
0.54666667	0.99999060	0.67851733
0.55000000	0.99999079	0.68493525
0.55333333	0.99999098	0.69138681
0.55666667	0.99999117	0.69787190
0.56000000	0.99999135	0.70439041
0.56333333	0.99999153	0.71094220
0.56666667	0.99999171	0.71752713
0.57000000	0.99999189	0.72414505
0.57333333	0.99999206	0.73079579
0.57666667	0.99999223	0.73747915
0.58000000	0.99999239	0.74419496
0.58333333	0.99999255	0.75094299
0.58666667	0.99999271	0.75772301
0.59000000	0.99999287	0.76453478
0.59333333	0.99999302	0.77137804
0.59666667	0.99999317	0.77825252
0.60000000	0.99999332	0.78515792
0.60333333	0.99999347	0.79209393
0.60666667	0.99999361	0.79906024
0.61000000	0.99999375	0.80605649
0.61333333	0.99999389	0.81308232
0.61666667	0.99999403	0.82013736
0.62000000	0.99999416	0.82722120
0.62333333	0.99999429	0.83433343
0.62666667	0.99999442	0.84147360
0.63000000	0.99999454	0.84864127
0.63333333	0.99999467	0.85583596
0.63666667	0.99999479	0.86305716
0.64000000	0.99999491	0.87030436
0.64333333	0.99999503	0.87757702
0.64666667	0.99999514	0.88487459
0.65000000	0.99999525	0.89219646
0.65333333	0.99999536	0.89954206
0.65666667	0.99999547	0.90691073
0.66000000	0.99999558	0.91430184
0.66333333	0.99999568	0.92171472
0.66666667	0.99999578	0.92914865
0.67000000	0.99999589	0.93660294
0.67333333	0.99999598	0.94407683
0.67666667	0.99999608	0.95156955
0.68000000	0.99999618	0.95908032
0.68333333	0.99999627	0.96660831
0.68666667	0.99999636	0.97415269
0.69000000	0.99999645	0.98171258
0.69333333	0.99999653	0.98928710
0.69666667	0.99999662	0.99687533
0.70000000	0.99999671	1.00447633
0.70333333	0.99999679	1.01208913
0.70666667	0.99999687	1.01971272
0.71000000	0.99999695	1.02734610
0.71333333	0.99999702	1.03498822
0.71666667	0.99999710	1.04263800
0.72000000	0.99999717	1.05029435
0.72333333	0.99999725	1.05795613
0.72666667	0.99999732	1.06562220
0.73000000	0.99999739	1.07329138
0.73333333	0.99999746	1.08096246
0.73666667	0.99999752	1.08863422
0.74000000	0.99999759	1.09630540
0.74333333	0.99999765	1.10397471
0.74666667	0.99999772	1.11164085
0.75000000	0.99999778	1.11930247
0.75333333	0.99999784	1.12695823
0.75666667	0.99999790	1.13460673
0.76000000	0.99999795	1.14224656
0.76333333	0.99999801	1.14987629
0.76666667	0.99999807	1.15749446
0.77000000	0.99999812	1.16509957
0.77333333	0.99999817	1.17269012
0.77666667	0.99999822	1.18026458
0.78000000	0.99999828	1.18782139
0.78333333	0.99999832	1.19535897
0.78666667	0.99999837	1.20287572
0.79000000	0.99999842	1.21037002
0.79333333	0.99999847	1.21784021
0.79666667	0.99999851	1.22528464
0.80000000	0.99999855	1.23270162
0.80333333	0.99999860	1.24008944
0.80666667	0.99999864	1.24744639
0.81000000	0.99999868	1.25477071
0.81333333	0.99999872	1.26206066
0.81666667	0.99999876	1.26931445
0.82000000	0.99999880	1.27653029
0.82333333	0.99999883	1.28370639
0.82666667	0.99999887	1.29084093
0.83000000	0.99999891	1.29793207
0.83333333	0.99999894	1.30497797
0.83666667	0.99999897	1.31197679
0.84000000	0.99999901	1.31892666
0.84333333	0.99999904	1.32582571
0.84666667	0.99999907	1.33267208
0.85000000	0.99999910	1.33946389
0.85333333	0.99999913	1.34619926
0.85666667	0.99999916	1.35287631
0.86000000	0.99999919	1.35949315
0.86333333	0.99999922	1.36604791
0.86666667	0.99999924	1.37253872
0.87000000	0.99999927	1.37896370
0.87333333	0.99999930	1.38532101
0.87666667	0.99999932	1.39160880
0.88000000	0.99999934	1.39782523
0.88333333	0.99999937	1.40396849
0.88666667	0.99999939	1.41003678
0.89000000	0.99999942	1.41602834
0.89333333	0.99999944	1.42194143
0.89666667	0.99999946	1.42777431
0.90000000	0.99999948	1.43352533
0.90333333	0.99999950	1.43919285
0.90666667	0.99999952	1.44477527
0.91000000	0.99999954	1.45027106
0.91333333	0.99999956	1.45567874
0.91666667	0.99999958	1.46099690
0.92000000	0.99999960	1.46622422
0.92333333	0.99999961	1.47135943
0.92666667	0.99999963	1.47640141
0.93000000	0.99999965	1.48134912
0.93333333	0.99999966	1.48620167
0.93666667	0.99999968	1.49095830
0.94000000	0.99999969	1.49561846
0.94333333	0.99999971	1.50018180
0.94666667	0.99999973	1.50464819
0.95000000	0.99999974	1.50901785
0.95333333	0.99999976	1.51329132
0.95666667	0.99999977	1.51746959
0.96000000	0.99999978	1.52155420
0.96333333	0.99999980	1.52554739
0.96666667	0.99999981	1.52945228
0.97000000	0.99999983	1.53327317
0.97333333	0.99999984	1.53701594
0.97666667	0.99999986	1.54068868
0.98000000	0.99999987	1.54430267
0.98333333	0.99999989	1.54787401
0.98666667	0.99999990	1.55142662
0.99000000	0.99999992	1.55499807
0.99333333	0.99999994	1.55865307
0.99666667	0.99999996	1.56252325
1.00000000	1.00000000	1.56701013
