# x1	y1	P/MPa
0.00000000	0.00000000	0.00000036
0.00333333	0.99990546	0.00382616
0.00666667	0.99995303	0.00767629
0.01000000	0.99996889	0.01155087
0.01333333	0.99997682	0.01545002
0.01666667	0.99998158	0.01937385
0.02000000	0.99998475	0.02332247
0.02333333	0.99998702	0.02729601
0.02666667	0.99998872	0.03129457
0.03000000	0.99999004	0.03531827
0.03333333	0.99999109	0.03936722
0.03666667	0.99999196	0.04344153
0.04000000	0.99999268	0.04754132
0.04333333	0.99999329	0.05166669
0.04666667	0.99999381	0.05581775
0.05000000	0.99999426	0.05999462
0.05333333	0.99999466	0.06419740
0.05666667	0.99999500	0.06842621
0.06000000	0.99999531	0.07268114
0.06333333	0.99999559	0.07696231
0.06666667	0.99999584	0.08126982
0.07000000	0.99999607	0.08560377
0.07333333	0.99999627	0.08996428
0.07666667	0.99999646	0.09435145
0.08000000	0.99999663	0.09876537
0.08333333	0.99999679	0.10320615
0.08666667	0.99999693	0.10767389
0.09000000	0.99999707	0.11216868
0.09333333	0.99999719	0.11669064
0.09666667	0.99999731	0.12123986
0.10000000	0.99999742	0.12581642
0.10333333	0.99999752	0.13042043
0.10666667	0.99999761	0.13505199
0.11000000	0.99999770	0.13971118
0.11333333	0.99999779	0.14439809
0.11666667	0.99999786	0.14911283
0.12000000	0.99999794	0.15385547
0.12333333	0.99999801	0.15862610
0.12666667	0.99999808	0.16342482
0.13000000	0.99999814	0.16825170
0.13333333	0.99999820	0.17310683
0.13666667	0.99999826	0.17799030
0.14000000	0.99999831	0.18290218
0.14333333	0.99999836	0.18784255
0.14666667	0.99999841	0.19281149
0.15000000	0.99999846	0.19780908
0.15333333	0.99999850	0.20283538
0.15666667	0.99999855	0.20789048
0.16000000	0.99999859	0.21297445
0.16333333	0.99999863	0.21808734
0.16666667	0.99999867	0.22322924
0.17000000	0.99999870	0.22840020
0.17333333	0.99999874	0.23360029
0.17666667	0.99999877	0.23882957
0.18000000	0.99999880	0.24408811
0.18333333	0.99999883	0.24937595
0.18666667	0.99999886	0.25469315
0.19000000	0.99999889	0.26003977
0.19333333	0.99999892	0.26541586
0.19666667	0.99999895	0.27082146
0.20000000	0.99999897	0.27625663
0.20333333	0.99999900	0.28172140
0.20666667	0.99999902	0.28721582
0.21000000	0.99999904	0.29273994
0.21333333	0.99999907	0.29829377
0.21666667	0.99999909	0.30387737
0.22000000	0.99999911	0.30949077
0.22333333	0.99999913	0.31513398
0.22666667	0.99999915	0.32080705
0.23000000	0.99999917	0.32650999
0.23333333	0.99999919	0.33224282
0.23666667	0.99999920	0.33800557
0.24000000	0.99999922	0.34379825
0.24333333	0.99999924	0.34962088
0.24666667	0.99999926	0.35547346
0.25000000	0.99999927	0.36135599
0.25333333	0.99999929	0.36726850
0.25666667	0.99999930	0.37321097
0.26000000	0.99999932	0.37918340
0.26333333	0.99999933	0.38518580
0.26666667	0.99999935	0.39121814
0.27000000	0.99999936	0.39728042
0.27333333	0.99999937	0.40337263
0.27666667	0.99999939	0.40949475
0.28000000	0.99999940	0.41564675
0.28333333	0.99999941	0.42182861
0.28666667	0.99999942	0.42804030
0.29000000	0.99999943	0.43428178
0.29333333	0.99999945	0.44055303
0.29666667	0.99999946	0.44685401
0.30000000	0.99999947	0.45318466
0.30333333	0.99999948	0.45954495
0.30666667	0.99999949	0.46593482
0.31000000	0.99999950	0.47235421
0.31333333	0.99999951	0.47880308
0.31666667	0.99999952	0.48528135
0.32000000	0.99999953	0.49178896
0.32333333	0.99999954	0.49832584
0.32666667	0.99999954	0.50489191
0.33000000	0.99999955	0.51148710
0.33333333	0.99999956	0.51811132
0.33666667	0.99999957	0.52476448
0.34000000	0.99999958	0.53144650
0.34333333	0.99999959	0.53815727
0.34666667	0.99999960	0.54489669
0.35000000	0.99999960	0.55166467
0.35333333	0.99999961	0.55846109
