# x1	y1	P/MPa
0.59000000	0.99999431	1.18962962
0.59333333	0.99999440	1.19691971
0.59666667	0.99999448	1.20420488
0.60000000	0.99999456	1.21148480
0.60333333	0.99999465	1.21875912
0.60666667	0.99999472	1.22602750
0.61000000	0.99999480	1.23328960
0.61333333	0.99999488	1.24054507
0.61666667	0.99999496	1.24779355
0.62000000	0.99999503	1.25503468
0.62333333	0.99999511	1.26226810
0.62666667	0.99999518	1.26949346
0.63000000	0.99999526	1.27671037
0.63333333	0.99999533	1.28391846
0.63666667	0.99999540	1.29111736
0.64000000	0.99999547	1.29830668
0.64333333	0.99999554	1.30548604
0.64666667	0.99999561	1.31265506
0.65000000	0.99999567	1.31981333
0.65333333	0.99999574	1.32696046
0.65666667	0.99999581	1.33409605
0.66000000	0.99999587	1.34121970
0.66333333	0.99999593	1.34833100
0.66666667	0.99999600	1.35542954
0.67000000	0.99999606	1.36251490
0.67333333	0.99999612	1.36958667
0.67666667	0.99999618	1.37664441
0.68000000	0.99999624	1.38368772
0.68333333	0.99999630	1.39071615
0.68666667	0.99999636	1.39772928
0.69000000	0.99999642	1.40472667
0.69333333	0.99999648	1.41170788
0.69666667	0.99999653	1.41867247
0.70000000	0.99999659	1.42562000
0.70333333	0.99999664	1.43255001
0.70666667	0.99999670	1.43946205
0.71000000	0.99999675	1.44635567
0.71333333	0.99999680	1.45323042
0.71666667	0.99999686	1.46008583
0.72000000	0.99999691	1.46692143
0.72333333	0.99999696	1.47373677
0.72666667	0.99999701	1.48053137
0.73000000	0.99999706	1.48730477
0.73333333	0.99999711	1.49405649
0.73666667	0.99999716	1.50078605
0.74000000	0.99999721	1.50749298
0.74333333	0.99999725	1.51417679
0.74666667	0.99999730	1.52083701
0.75000000	0.99999735	1.52747315
0.75333333	0.99999739	1.53408472
0.75666667	0.99999744	1.54067124
0.76000000	0.99999748	1.54723222
0.76333333	0.99999753	1.55376715
0.76666667	0.99999757	1.56027556
0.77000000	0.99999761	1.56675695
0.77333333	0.99999765	1.57321082
0.77666667	0.99999770	1.57963667
0.78000000	0.99999774	1.58603401
0.78333333	0.99999778	1.59240234
0.78666667	0.99999782	1.59874116
0.79000000	0.99999786	1.60504996
0.79333333	0.99999790	1.61132825
0.79666667	0.99999794	1.61757553
0.80000000	0.99999798	1.62379129
0.80333333	0.99999802	1.62997502
0.80666667	0.99999805	1.63612623
0.81000000	0.99999809	1.64224442
0.81333333	0.99999813	1.64832907
0.81666667	0.99999817	1.65437969
0.82000000	0.99999820	1.66039576
0.82333333	0.99999824	1.66637680
0.82666667	0.99999827	1.67232229
0.83000000	0.99999831	1.67823173
0.83333333	0.99999834	1.68410462
0.83666667	0.99999838	1.68994045
0.84000000	0.99999841	1.69573873
0.84333333	0.99999845	1.70149894
0.84666667	0.99999848	1.70722060
0.85000000	0.99999851	1.71290319
0.85333333	0.99999854	1.71854621
0.85666667	0.99999858	1.72414917
0.86000000	0.99999861	1.72971156
0.86333333	0.99999864	1.73523288
0.86666667	0.99999867	1.74071264
0.87000000	0.99999870	1.74615033
0.87333333	0.99999873	1.75154546
0.87666667	0.99999876	1.75689753
0.88000000	0.99999879	1.76220603
0.88333333	0.99999882	1.76747049
0.88666667	0.99999885	1.77269039
0.89000000	0.99999888	1.77786525
