# Distance / pm;  g(r);  Integral
1.666666667;  0.000000000;  0.000000000
5.000000000;  0.000000000;  0.000000000
8.333333333;  0.000000000;  0.000000000
11.66666667;  0.000000000;  0.000000000
15.00000000;  0.000000000;  0.000000000
18.33333333;  0.000000000;  0.000000000
21.66666667;  0.000000000;  0.000000000
25.00000000;  0.000000000;  0.000000000
28.33333333;  0.000000000;  0.000000000
31.66666667;  0.000000000;  0.000000000
35.00000000;  0.000000000;  0.000000000
38.33333333;  0.000000000;  0.000000000
41.66666667;  0.000000000;  0.000000000
45.00000000;  0.000000000;  0.000000000
48.33333333;  0.000000000;  0.000000000
51.66666667;  0.000000000;  0.000000000
55.00000000;  0.000000000;  0.000000000
58.33333333;  0.000000000;  0.000000000
61.66666667;  0.000000000;  0.000000000
65.00000000;  0.000000000;  0.000000000
68.33333333;  0.000000000;  0.000000000
71.66666667;  0.000000000;  0.000000000
75.00000000;  0.000000000;  0.000000000
78.33333333;  0.000000000;  0.000000000
81.66666667;  0.000000000;  0.000000000
85.00000000;  0.000000000;  0.000000000
88.33333333;  0.000000000;  0.000000000
91.66666667;  0.000000000;  0.000000000
95.00000000;  0.000000000;  0.000000000
98.33333333;  0.000000000;  0.000000000
101.6666667;  0.000000000;  0.000000000
105.0000000;  0.000000000;  0.000000000
108.3333333;  0.000000000;  0.000000000
111.6666667;  0.000000000;  0.000000000
115.0000000;  0.000000000;  0.000000000
118.3333333;  0.000000000;  0.000000000
121.6666667;  0.000000000;  0.000000000
125.0000000;  0.000000000;  0.000000000
128.3333333;  0.000000000;  0.000000000
131.6666667;  0.000000000;  0.000000000
135.0000000;  0.000000000;  0.000000000
138.3333333;  0.000000000;  0.000000000
141.6666667;  0.000000000;  0.000000000
145.0000000;  0.000000000;  0.000000000
148.3333333;  0.000000000;  0.000000000
151.6666667;  0.000000000;  0.000000000
155.0000000;  0.000000000;  0.000000000
158.3333333;  0.000000000;  0.000000000
161.6666667;  0.000000000;  0.000000000
165.0000000;  0.000000000;  0.000000000
168.3333333;  0.000000000;  0.000000000
171.6666667;  0.000000000;  0.000000000
175.0000000;  0.000000000;  0.000000000
178.3333333;  0.000000000;  0.000000000
181.6666667;  0.000000000;  0.000000000
185.0000000;  0.000000000;  0.000000000
188.3333333;  0.000000000;  0.000000000
191.6666667;  0.000000000;  0.000000000
195.0000000;  0.000000000;  0.000000000
198.3333333;  0.000000000;  0.000000000
201.6666667;  0.000000000;  0.000000000
205.0000000;  0.000000000;  0.000000000
208.3333333;  0.000000000;  0.000000000
211.6666667;  0.000000000;  0.000000000
215.0000000;  0.000000000;  0.000000000
218.3333333;  0.000000000;  0.000000000
221.6666667;  0.000000000;  0.000000000
225.0000000;  0.000000000;  0.000000000
228.3333333;  0.000000000;  0.000000000
231.6666667;  0.000000000;  0.000000000
235.0000000;  0.000000000;  0.000000000
238.3333333;  0.000000000;  0.000000000
241.6666667;  0.000000000;  0.000000000
245.0000000;  0.000000000;  0.000000000
248.3333333;  0.000000000;  0.000000000
251.6666667;  0.000000000;  0.000000000
255.0000000;  0.000000000;  0.000000000
258.3333333;  0.0003352315158;  6.439470151E-07
261.6666667;  0.001384434592;  3.372381260E-06
265.0000000;  0.004707652423;  1.288807020E-05
268.3333333;  0.01401311755;  4.193016735E-05
271.6666667;  0.03912116779;  0.0001250353942
275.0000000;  0.07643180046;  0.0002914085168
278.3333333;  0.1544732740;  0.0006358594425
281.6666667;  0.2531264260;  0.001213891383
285.0000000;  0.3811600768;  0.002105020120
288.3333333;  0.5359981601;  0.003387634822
291.6666667;  0.7034349120;  0.005110060991
295.0000000;  0.9047969913;  0.007376469401
298.3333333;  1.066587223;  0.01010886029
301.6666667;  1.274092974;  0.01344618575
305.0000000;  1.391319033;  0.01717155306
308.3333333;  1.535125780;  0.02137230971
311.6666667;  1.675607717;  0.02605715848
315.0000000;  1.793988972;  0.03118085387
318.3333333;  1.882517595;  0.03667178022
321.6666667;  1.957225048;  0.04250079479
325.0000000;  1.999621878;  0.04858013967
328.3333333;  1.998424542;  0.05478111222
331.6666667;  2.033354929;  0.06121922934
335.0000000;  2.032578316;  0.06778489643
338.3333333;  1.985456649;  0.07432661519
341.6666667;  1.916568011;  0.08076639880
345.0000000;  1.851752655;  0.08711039504
348.3333333;  1.773351934;  0.09330376026
351.6666667;  1.709180696;  0.09938779959
355.0000000;  1.617606817;  0.1052555447
358.3333333;  1.513438981;  0.1108490086
361.6666667;  1.456478214;  0.1163325661
365.0000000;  1.370620740;  0.1215884338
368.3333333;  1.301178975;  0.1266695651
371.6666667;  1.238732628;  0.1315947902
375.0000000;  1.175668412;  0.1363534934
378.3333333;  1.127290255;  0.1409978563
381.6666667;  1.072010388;  0.1454926379
385.0000000;  1.023781729;  0.1498605100
388.3333333;  0.9645136693;  0.1540470840
391.6666667;  0.9235061997;  0.1581247724
395.0000000;  0.8917417602;  0.1621295116
398.3333333;  0.8650537579;  0.1660802412
401.6666667;  0.8471890475;  0.1700144081
405.0000000;  0.8327372545;  0.1739459134
408.3333333;  0.8000253358;  0.1777854092
411.6666667;  0.7916156964;  0.1816468248
415.0000000;  0.7729239353;  0.1854783674
418.3333333;  0.7583965974;  0.1892985312
421.6666667;  0.7364856732;  0.1930676817
425.0000000;  0.7334455540;  0.1968808532
428.3333333;  0.7216278452;  0.2006916658
431.6666667;  0.7136215728;  0.2045190806
435.0000000;  0.7043414648;  0.2083552897
438.3333333;  0.6970645094;  0.2122102724
441.6666667;  0.6994338145;  0.2161374117
445.0000000;  0.7013967165;  0.2201352401
448.3333333;  0.7008166035;  0.2241898289
451.6666667;  0.7021889662;  0.2283129911
455.0000000;  0.6878160286;  0.2324115899
458.3333333;  0.7101630349;  0.2367055819
461.6666667;  0.7052287015;  0.2410319880
465.0000000;  0.7047642421;  0.2454182038
468.3333333;  0.7131441556;  0.2499204337
471.6666667;  0.7181943078;  0.2545193183
475.0000000;  0.7278408345;  0.2592460809
478.3333333;  0.7359781782;  0.2640930066
481.6666667;  0.7496612501;  0.2690990932
485.0000000;  0.7621267210;  0.2742591056
488.3333333;  0.7813481097;  0.2796222237
491.6666667;  0.7943718491;  0.2851494267
495.0000000;  0.8108923633;  0.2908683414
498.3333333;  0.8373104549;  0.2968533721
501.6666667;  0.8487579540;  0.3030016618
505.0000000;  0.8757210222;  0.3094298484
508.3333333;  0.8967627582;  0.3160996770
511.6666667;  0.9108740987;  0.3229636017
515.0000000;  0.9157163090;  0.3299542153
518.3333333;  0.9459879531;  0.3372697109
521.6666667;  0.9683441573;  0.3448547139
525.0000000;  0.9980766395;  0.3527728385
528.3333333;  1.006908386;  0.3608627877
531.6666667;  1.010969809;  0.3690881843
535.0000000;  1.026591492;  0.3775457426
538.3333333;  1.030606766;  0.3861425123
541.6666667;  1.026628982;  0.3948124801
545.0000000;  1.028020001;  0.4036013755
548.3333333;  1.018813439;  0.4124184330
551.6666667;  1.009441490;  0.4212609180
555.0000000;  0.9973694438;  0.4301035531
558.3333333;  0.9856255715;  0.4389473495
561.6666667;  0.9826195781;  0.4478697633
565.0000000;  0.9661005541;  0.4567466129
568.3333333;  0.9322763936;  0.4654140472
571.6666667;  0.9224890205;  0.4740913859
575.0000000;  0.9168715067;  0.4828167540
578.3333333;  0.8933748565;  0.4914173737
581.6666667;  0.8722353083;  0.4999115560
585.0000000;  0.8645401025;  0.5084275711
588.3333333;  0.8527788050;  0.5169237343
591.6666667;  0.8398169694;  0.5253858385
595.0000000;  0.8345822869;  0.5338902175
598.3333333;  0.8346105395;  0.5424904414
601.6666667;  0.8100352645;  0.5509306914
605.0000000;  0.8026200622;  0.5593865990
608.3333333;  0.8092728294;  0.5680068051
611.6666667;  0.7983758545;  0.5766043899
615.0000000;  0.7914243111;  0.5852202583
618.3333333;  0.7933414941;  0.5939508748
621.6666667;  0.7926433492;  0.6027681094
625.0000000;  0.7908085094;  0.6116595221
628.3333333;  0.7956114415;  0.6207006083
631.6666667;  0.7951634050;  0.6298327299
635.0000000;  0.7964673223;  0.6390766202
638.3333333;  0.7998610921;  0.6484576168
641.6666667;  0.7975959790;  0.6579099988
645.0000000;  0.8034510537;  0.6675309540
648.3333333;  0.8044705096;  0.6772639413
651.6666667;  0.8109134603;  0.6871760223
655.0000000;  0.8134748778;  0.6972213951
658.3333333;  0.8156698206;  0.7073966520
661.6666667;  0.8130166745;  0.7176417769
665.0000000;  0.8160187339;  0.7280285992
668.3333333;  0.8240619860;  0.7386232195
671.6666667;  0.8323438704;  0.7494313267
675.0000000;  0.8384200207;  0.7604266610
678.3333333;  0.8459008744;  0.7716299371
681.6666667;  0.8381609983;  0.7828400710
685.0000000;  0.8400884131;  0.7941861386
688.3333333;  0.8462863551;  0.8057274236
691.6666667;  0.8530873355;  0.8174744082
695.0000000;  0.8587680821;  0.8294138689
698.3333333;  0.8600287124;  0.8414858262
701.6666667;  0.8658461169;  0.8537557423
705.0000000;  0.8685259528;  0.8661808516
708.3333333;  0.8685157175;  0.8787235857
711.6666667;  0.8615341647;  0.8912828708
715.0000000;  0.8676438422;  0.9040499847
718.3333333;  0.8736965982;  0.9170263133
721.6666667;  0.8861650792;  0.9303102583
725.0000000;  0.8885310728;  0.9437529974
728.3333333;  0.8831810589;  0.9572379446
731.6666667;  0.8839936904;  0.9708591277
735.0000000;  0.8948831314;  0.9847740285
738.3333333;  0.8972724834;  0.9988529184
741.6666667;  0.9087116221;  1.013240331
745.0000000;  0.9117648277;  1.027806136
748.3333333;  0.9187952265;  1.042615895
751.6666667;  0.9215857856;  1.057603265
755.0000000;  0.9235125066;  1.072755468
758.3333333;  0.9391456560;  1.088300525
761.6666667;  0.9424566170;  1.104037829
765.0000000;  0.9436494644;  1.119933271
768.3333333;  0.9512179774;  1.136096140
771.6666667;  0.9495546043;  1.152371046
775.0000000;  0.9539903089;  1.168863543
778.3333333;  0.9651793060;  1.185693317
781.6666667;  0.9725212223;  1.202796672
785.0000000;  0.9709222356;  1.220017847
788.3333333;  0.9861255171;  1.237657539
791.6666667;  0.9893759391;  1.255505355
795.0000000;  0.9906379839;  1.273526743
798.3333333;  1.005136773;  1.291965545
801.6666667;  1.002037797;  1.310501320
805.0000000;  1.009600046;  1.329332612
808.3333333;  1.023106400;  1.348574194
811.6666667;  1.024591089;  1.368002949
815.0000000;  1.023433845;  1.387569486
818.3333333;  1.027836224;  1.407381260
821.6666667;  1.042727572;  1.427644140
825.0000000;  1.044183653;  1.448100283
828.3333333;  1.050721598;  1.468851181
831.6666667;  1.053674643;  1.489828215
835.0000000;  1.062692040;  1.511154702
838.3333333;  1.063243456;  1.532662955
