# [C1r_Br1o] Distance / pm; [C1r_H1r]-[C1r_Br1o] Angle / Degree; Occurrence
405.0000000;  6.300000000;  1178.435868
415.0000000;  6.300000000;  924.2513709
425.0000000;  6.300000000;  677.5075403
435.0000000;  6.300000000;  549.6675059
445.0000000;  6.300000000;  394.9363338
455.0000000;  6.300000000;  321.9338971
465.0000000;  6.300000000;  258.5900060
475.0000000;  6.300000000;  212.5214441
485.0000000;  6.300000000;  168.4247182
495.0000000;  6.300000000;  153.9611839
505.0000000;  6.300000000;  140.0816446
515.0000000;  6.300000000;  131.6968190
525.0000000;  6.300000000;  124.4339547
535.0000000;  6.300000000;  104.2475667
545.0000000;  6.300000000;  86.17094765
555.0000000;  6.300000000;  89.59302109
565.0000000;  6.300000000;  104.1188268
575.0000000;  6.300000000;  98.76995651
585.0000000;  6.300000000;  86.03688259
595.0000000;  6.300000000;  95.55198563
605.0000000;  6.300000000;  90.82145567
615.0000000;  6.300000000;  89.01213662
625.0000000;  6.300000000;  85.37206425
635.0000000;  6.300000000;  93.80995927
645.0000000;  6.300000000;  90.57283578
655.0000000;  6.300000000;  96.80234757
665.0000000;  6.300000000;  98.53366466
675.0000000;  6.300000000;  100.2679601
685.0000000;  6.300000000;  97.01090279
695.0000000;  6.300000000;  98.62677532
705.0000000;  6.300000000;  97.10967508
715.0000000;  6.300000000;  111.7500818
725.0000000;  6.300000000;  102.2383467
735.0000000;  6.300000000;  104.8409875
745.0000000;  6.300000000;  107.6700834
755.0000000;  6.300000000;  102.9891454
765.0000000;  6.300000000;  113.5986252
775.0000000;  6.300000000;  116.9495841
785.0000000;  6.300000000;  112.8262091
795.0000000;  6.300000000;  103.9336384
805.0000000;  6.300000000;  98.69787641
815.0000000;  6.300000000;  97.33788746
825.0000000;  6.300000000;  106.8329253
835.0000000;  6.300000000;  104.4515339
845.0000000;  6.300000000;  104.2635531
855.0000000;  6.300000000;  104.9135122
865.0000000;  6.300000000;  108.9241668
875.0000000;  6.300000000;  103.3936358
885.0000000;  6.300000000;  105.6771584
895.0000000;  6.300000000;  106.2458286
905.0000000;  6.300000000;  96.98497176
915.0000000;  6.300000000;  97.29774552
925.0000000;  6.300000000;  105.9504212
935.0000000;  6.300000000;  107.0443702
945.0000000;  6.300000000;  101.9547851
955.0000000;  6.300000000;  97.18790824
965.0000000;  6.300000000;  100.1328178
975.0000000;  6.300000000;  99.03648111
985.0000000;  6.300000000;  107.5807169
995.0000000;  6.300000000;  106.8843122
5.000000000;  8.100000000;  0.000000000
15.00000000;  8.100000000;  0.000000000
25.00000000;  8.100000000;  0.000000000
35.00000000;  8.100000000;  0.000000000
45.00000000;  8.100000000;  0.000000000
55.00000000;  8.100000000;  0.000000000
65.00000000;  8.100000000;  0.000000000
75.00000000;  8.100000000;  0.000000000
85.00000000;  8.100000000;  0.000000000
95.00000000;  8.100000000;  0.000000000
105.0000000;  8.100000000;  0.000000000
115.0000000;  8.100000000;  0.000000000
125.0000000;  8.100000000;  0.000000000
135.0000000;  8.100000000;  0.000000000
145.0000000;  8.100000000;  0.000000000
155.0000000;  8.100000000;  0.000000000
165.0000000;  8.100000000;  0.000000000
175.0000000;  8.100000000;  0.000000000
185.0000000;  8.100000000;  0.000000000
195.0000000;  8.100000000;  0.000000000
205.0000000;  8.100000000;  0.000000000
215.0000000;  8.100000000;  0.000000000
225.0000000;  8.100000000;  0.000000000
235.0000000;  8.100000000;  0.000000000
245.0000000;  8.100000000;  0.000000000
255.0000000;  8.100000000;  0.000000000
265.0000000;  8.100000000;  0.000000000
275.0000000;  8.100000000;  0.000000000
285.0000000;  8.100000000;  0.000000000
295.0000000;  8.100000000;  0.000000000
305.0000000;  8.100000000;  0.000000000
315.0000000;  8.100000000;  0.000000000
325.0000000;  8.100000000;  0.000000000
335.0000000;  8.100000000;  0.8661215252
345.0000000;  8.100000000;  23.32183583
355.0000000;  8.100000000;  190.1366796
365.0000000;  8.100000000;  680.2265516
375.0000000;  8.100000000;  1173.131741
385.0000000;  8.100000000;  1446.722042
395.0000000;  8.100000000;  1375.584328
405.0000000;  8.100000000;  1154.138855
415.0000000;  8.100000000;  871.8102492
425.0000000;  8.100000000;  679.3308995
435.0000000;  8.100000000;  515.5564839
445.0000000;  8.100000000;  380.0460694
455.0000000;  8.100000000;  314.3839238
465.0000000;  8.100000000;  267.4216443
475.0000000;  8.100000000;  230.0067796
485.0000000;  8.100000000;  194.8211319
495.0000000;  8.100000000;  160.8568500
505.0000000;  8.100000000;  137.5284945
515.0000000;  8.100000000;  119.6422936
525.0000000;  8.100000000;  121.4524159
535.0000000;  8.100000000;  101.6235607
545.0000000;  8.100000000;  93.43322593
555.0000000;  8.100000000;  90.28667795
565.0000000;  8.100000000;  88.21130494
575.0000000;  8.100000000;  97.43758894
585.0000000;  8.100000000;  93.32803855
595.0000000;  8.100000000;  95.62753430
605.0000000;  8.100000000;  100.1846561
615.0000000;  8.100000000;  98.01000300
625.0000000;  8.100000000;  94.62192608
635.0000000;  8.100000000;  101.9598040
645.0000000;  8.100000000;  96.36404767
655.0000000;  8.100000000;  95.47008483
665.0000000;  8.100000000;  90.11172358
675.0000000;  8.100000000;  96.53649337
685.0000000;  8.100000000;  97.39626151
695.0000000;  8.100000000;  99.23932449
705.0000000;  8.100000000;  101.0494982
715.0000000;  8.100000000;  100.2729494
725.0000000;  8.100000000;  101.9988240
735.0000000;  8.100000000;  112.7866880
745.0000000;  8.100000000;  102.3898162
755.0000000;  8.100000000;  102.3903506
765.0000000;  8.100000000;  109.8566580
775.0000000;  8.100000000;  113.7541105
785.0000000;  8.100000000;  109.9760231
795.0000000;  8.100000000;  102.3450982
805.0000000;  8.100000000;  100.3069301
815.0000000;  8.100000000;  101.5631315
825.0000000;  8.100000000;  101.1405816
835.0000000;  8.100000000;  101.4910494
845.0000000;  8.100000000;  109.4627239
855.0000000;  8.100000000;  105.7729285
865.0000000;  8.100000000;  107.3558727
875.0000000;  8.100000000;  102.6673042
885.0000000;  8.100000000;  101.7067128
895.0000000;  8.100000000;  105.5496613
905.0000000;  8.100000000;  96.24867799
915.0000000;  8.100000000;  99.90774233
925.0000000;  8.100000000;  110.5618621
935.0000000;  8.100000000;  97.80405908
945.0000000;  8.100000000;  96.75537233
955.0000000;  8.100000000;  96.12390223
965.0000000;  8.100000000;  95.43788554
975.0000000;  8.100000000;  94.96194633
985.0000000;  8.100000000;  100.1761116
995.0000000;  8.100000000;  99.24113575
5.000000000;  9.900000000;  0.000000000
15.00000000;  9.900000000;  0.000000000
25.00000000;  9.900000000;  0.000000000
35.00000000;  9.900000000;  0.000000000
45.00000000;  9.900000000;  0.000000000
55.00000000;  9.900000000;  0.000000000
65.00000000;  9.900000000;  0.000000000
75.00000000;  9.900000000;  0.000000000
85.00000000;  9.900000000;  0.000000000
95.00000000;  9.900000000;  0.000000000
