
 Property  job 1 : Henry law coefficients H ;
 Settings  job 1 : T= 303.15 K ; x(1)= 0.1667 x(2)= 0.1667 x(3)= 0.6667 ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 1 : Free energy of solvation in molar frame ; Solvent density = 1457.786 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.59976416
   2 br_anion                                        NA                NA              NA      -68.44828653
   3 pfpa_1                                  2.2838E-05       -6.72817182     19.08398527       -9.48785093

 Property  job 2 : Henry law coefficients H ;
 Settings  job 2 : T= 303.15 K ; x(1)= 0.1250 x(2)= 0.1250 x(3)= 0.7500 ;
 Units     job 2 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 2 : Free energy of solvation in molar frame ; Solvent density = 1509.994 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.20118177
   2 br_anion                                        NA                NA              NA      -74.71258623
   3 pfpa_1                                  0.00015391       -4.82024944     19.08398527       -8.33964216

 Property  job 3 : Henry law coefficients H ;
 Settings  job 3 : T= 303.15 K ; x(1)= 0.1000 x(2)= 0.1000 x(3)= 0.8000 ;
 Units     job 3 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 3 : Free energy of solvation in molar frame ; Solvent density = 1541.457 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.14487183
   2 br_anion                                        NA                NA              NA      -84.78109321
   3 pfpa_1                                  0.00169429       -2.42158611     19.08398527       -6.89535297

 Property  job 4 : Henry law coefficients H ;
 Settings  job 4 : T= 303.15 K ; x(1)= 0.0714 x(2)= 0.0714 x(3)= 0.8571 ;
 Units     job 4 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 4 : Free energy of solvation in molar frame ; Solvent density = 1577.539 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.26815046
   2 br_anion                                        NA                NA              NA      -93.67614927
   3 pfpa_1                                  0.00821385       -0.84302777     19.08398527       -5.94522727

 Property  job 5 : Henry law coefficients H ;
 Settings  job 5 : T= 303.15 K ; x(1)= 0.0500 x(2)= 0.0500 x(3)= 0.9000 ;
 Units     job 5 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 5 : Free energy of solvation in molar frame ; Solvent density = 1604.668 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.35760617
   2 br_anion                                        NA                NA              NA      -98.02318115
   3 pfpa_1                                  0.01374692       -0.32803460     19.08398527       -5.63560952

 Property  job 6 : Henry law coefficients H ;
 Settings  job 6 : T= 303.15 K ; x(1)= 0.0238 x(2)= 0.0238 x(3)= 0.9524 ;
 Units     job 6 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 6 : Free energy of solvation in molar frame ; Solvent density = 1637.903 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -42.45878678
   2 br_anion                                        NA                NA              NA     -101.91148286
   3 pfpa_1                                  0.01798923       -0.05907611     19.08398527       -5.47434812

 Property  job 7 : Henry law coefficients H ;
 Settings  job 7 : T= 303.15 K ; x(1)= 0.3333 x(2)= 0.3333 x(3)= 0.3333 ;
 Units     job 7 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 7 : Free energy of solvation in molar frame ; Solvent density = 1251.107 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -43.14520675
   2 br_anion                                        NA                NA              NA      -65.44173608
   3 pfpa_1                                  5.1451E-06       -8.21855033     19.08398527      -10.38112843

 Property  job 8 : Henry law coefficients H ;
 Settings  job 8 : T= 303.15 K ; x(1)= 0.2500 x(2)= 0.2500 x(3)= 0.5000 ;
 Units     job 8 : Energies in kcal/mol ; Pressure in mbar ; Henry constant in bar ; Concentrations x : mole fraction ;
 General   job 8 : Free energy of solvation in molar frame ; Solvent density = 1354.036 g/l ;
 
  Nr Compound                                         H         ln(gamma)              pv             Gsolv
   1 tetra-n-butylphosphonium_cation                 NA                NA              NA      -43.08179398
   2 br_anion                                        NA                NA              NA      -65.83308377
   3 pfpa_1                                  7.2590E-06       -7.87436909     19.08398527      -10.17605188

 Property  job 9 : Henry law coefficients H ;
